locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA	used
EKN05_014780	EKN05_014780	7	CP037923	2847494	2847808	-		hypothetical protein	0.4349	21	False
EKN05_014785	EKN05_014785	7	CP037923	2847805	2848140	-		DUF2773 domain-containing protein	0.4792	14	False
EKN05_014790	EKN05_014790	1	CP037923	2848295	2848579	-		pyrimidine/purine nucleoside phosphorylase	0.5123	12	False
EKN05_014795	EKN05_014795	1	CP037923	2848651	2849328	-		AroM family protein	0.4602	34	False
EKN05_014800	EKN05_014800	1	CP037923	2849586	2849777	-		protein YaiA	0.4844	8	False
EKN05_014805	EKN05_014805	1	CP037923	2849827	2850351	-		shikimate kinase AroL	0.52	20	False
EKN05_014810	EKN05_014810	1	CP037923	2850534	2850992	-		YaiI/YqxD family protein	0.5621	21	False
EKN05_014815	EKN05_014815	1	CP037923	2851112	2851921	+		pyrroline-5-carboxylate reductase	0.5494	28	False
EKN05_014820	EKN05_014820	1	CP037923	2851938	2853053	-		diguanylate cyclase AdrA	0.5349	50	False
EKN05_014825	EKN05_014825	7	CP037923	2853204	2854413	+		IS3 family transposase	0.5421	50	False
EKN05_014830	EKN05_014830	1	CP037923	2854464	2854784	-		phosphate starvation-inducible protein PsiF	0.4735	14	False
EKN05_014835	EKN05_014835	1	CP037923	2854903	2856318	-		alkaline phosphatase	0.5332	59	False
EKN05_014840	EKN05_014840	1	CP037923	2856419	2856679	-		anti-adapter protein IraP	0.4559	13	False
EKN05_014845	EKN05_014845	1	CP037923	2857142	2858236	+		D-alanine--D-alanine ligase A	0.5123	39	False
EKN05_014850	EKN05_014850	1	CP037923	2858260	2858472	-		DUF2754 family protein	0.493	11	False
EKN05_014855	EKN05_014855	1	CP037923	2858732	2859040	+		DUF2755 family protein	0.5307	10	False
EKN05_014860	EKN05_014860	1	CP037923	2859099	2860193	-		surface-exposed outer membrane lipoprotein YaiW	0.5306	44	False
EKN05_014865	EKN05_014865	1	CP037923	2860206	2861426	-		peptide antibiotic transporter SbmA	0.5094	60	True
EKN05_014870	EKN05_014870	1	CP037923	2861778	2862935	+		D-alanyl-D-alanine- carboxypeptidase/endopeptidase AmpH	0.5484	53	True
EKN05_014875	EKN05_014875	1	CP037923	2862936	2863439	-		transcriptional regulator	0.3869	47	True
EKN05_014880	EKN05_014880	7	CP037923	2863527	2864054	-		autotransporter outer membrane beta-barrel domain-containing protein	0.4981	32	True
EKN05_014885	EKN05_014885	7	CP037923	2864074	2865101	-		IS3 family transposase	0.5107	42	False
EKN05_014890	EKN05_014890	7	CP037923	2865101	2866239	-		IS3-like element IS2 family transposase	0.5408	42	False
EKN05_014895	EKN05_014895	7	CP037923	2866286	2866654	-		hypothetical protein	0.4255	35	True
EKN05_014900	EKN05_014900	1	CP037923	2867181	2868155	+		porphobilinogen synthase	0.5405	31	False
EKN05_014905	EKN05_014905	1	CP037923	2868261	2869112	-		taurine dioxygenase	0.5469	39	True
EKN05_014910	EKN05_014910	1	CP037923	2869109	2869936	-		taurine ABC transporter permease TauC	0.5833	28	True
EKN05_014915	EKN05_014915	1	CP037923	2869933	2870700	-		taurine ABC transporter ATP-binding subunit	0.5599	24	True
EKN05_014920	EKN05_014920	1	CP037923	2870713	2871639	-		taurine ABC transporter substrate-binding protein	0.5653	27	True
EKN05_014925	EKN05_014925	7	CP037923	2871906	2872439	-		hypothetical protein	0.4382	33	False
EKN05_014930	EKN05_014930	1	CP037923	2872632	2872883	+		DNA-binding protein	0.4802	13	False
EKN05_014935	EKN05_014935	1	CP037923	2872885	2874978	+		transposase	0.5215	80	True
EKN05_014940	EKN05_014940	7	CP037923	2875092	2875789	-		IS1 family transposase	0.5272	27	False
EKN05_014945	EKN05_014945	1	CP037923	2876004	2878037	-		choline BCCT transporter BetT	0.5477	88	True
EKN05_014950	EKN05_014950	1	CP037923	2878165	2878752	+		transcriptional regulator BetI	0.5663	17	True
EKN05_014955	EKN05_014955	7	CP037923	2878766	2880237	+		betaine-aldehyde dehydrogenase	0.5829	46	True
EKN05_014960	EKN05_014960	1	CP037923	2880251	2881921	+		choline dehydrogenase	0.5727	55	True
EKN05_014965	EKN05_014965	1	CP037923	2882135	2882803	+		hypothetical protein	0.3722	52	False
EKN05_014970	EKN05_014970	1	CP037923	2883046	2883741	-		lactate utilization protein C	0.523	27	True
EKN05_014975	EKN05_014975	1	CP037923	2883734	2885161	-		iron-sulfur cluster-binding protein	0.5035	58	True
EKN05_014980	EKN05_014980	1	CP037923	2885172	2885891	-		(Fe-S)-binding protein	0.5028	29	True
EKN05_014985	EKN05_014985	7	CP037923	2886310	2887007	+		IS1 family transposase	0.5287	28	False
EKN05_014990	EKN05_014990	1	CP037923	2887192	2887677	+		hypothetical protein	0.3601	40	True
EKN05_014995	EKN05_014995	1	CP037923	2887674	2888060	+		hypothetical protein	0.3437	31	True
EKN05_015000	EKN05_015000	1	CP037923	2888085	2890298	+		type VI secretion system tip protein VgrG	0.5416	87	True
EKN05_015005	EKN05_015005	1	CP037923	2890321	2890767	+		DUF1795 domain-containing protein	0.5101	18	True
EKN05_015010	EKN05_015010	1	CP037923	2890789	2891196	+		type IV secretion protein Rhs	0.5441	16	True
EKN05_015015	EKN05_015015	1	CP037923	2891193	2893670	+		RHS repeat protein	0.5985	80	True
EKN05_015020	EKN05_015020	1	CP037923	2893667	2894656	+		type IV secretion protein Rhs	0.5636	52	True
EKN05_015025	EKN05_015025	1	CP037923	2894756	2894959	+		hypothetical protein	0.3088	18	False
EKN05_015030	EKN05_015030	1	CP037923	2894977	2895297	+		hypothetical protein	0.3551	26	False
EKN05_015035	EKN05_015035	7	CP037923	2895363	2895595	-		type I addiction module toxin, SymE family	0.5107	9	False
EKN05_015040	EKN05_015040	1	CP037923	2895705	2896475	-		2-oxoglutaramate amidase	0.5512	30	True
EKN05_015045	EKN05_015045	1	CP037923	2896632	2897105	+		C-lysozyme inhibitor	0.5042	20	True
EKN05_015050	EKN05_015050	1	CP037923	2897148	2899592	-		acyl-CoA dehydrogenase	0.5611	89	True
EKN05_015055	EKN05_015055	1	CP037923	2899832	2900410	+		D-sedoheptulose 7-phosphate isomerase	0.5112	29	False
EKN05_015060	EKN05_015060	1	CP037923	2900616	2901383	+		class II glutamine amidotransferase	0.5365	35	True
EKN05_015065	EKN05_015065	1	CP037923	2901354	2902094	-		murein L,D-transpeptidase	0.4926	42	True
EKN05_015070	EKN05_015070	1	CP037923	2902445	2902999	+		peptidoglycan endopeptidase	0.5459	22	True
EKN05_015075	EKN05_015075	1	CP037923	2903175	2903672	+		transposase	0.4498	30	True
EKN05_015080	EKN05_015080	1	CP037923	2903889	2905628	-		flagellar type III secretion system protein FlhA	0.5839	53	True
EKN05_015085	EKN05_015085	1	CP037923	2905573	2906358	+		putative lateral flagellar export/assembly protein LafU	0.5229	32	True
EKN05_015090	EKN05_015090	1	CP037923	2906429	2907484	+		DNA polymerase IV	0.5388	37	True
EKN05_015095	EKN05_015095	1	CP037923	2907536	2907829	+		type I toxin-antitoxin system antitoxin YafN	0.4116	20	False
EKN05_015100	EKN05_015100	1	CP037923	2907832	2908230	+		type II toxin-antitoxin system YafO family toxin	0.4336	19	True
EKN05_015105	EKN05_015105	1	CP037923	2908240	2908692	+		GNAT family N-acetyltransferase	0.4305	32	True
EKN05_015110	EKN05_015110	1	CP037923	2908911	2909981	+		RNA ligase RtcB family protein	0.5247	46	False
EKN05_015115	EKN05_015115	7	CP037923	2910097	2910657	+		peptide chain release factor H	0.5508	20	False
EKN05_015120	EKN05_015120	1	CP037923	2910714	2912171	-		cytosol nonspecific dipeptidase	0.5137	56	False
EKN05_015125	EKN05_015125	1	CP037923	2912433	2912891	+		xanthine phosphoribosyltransferase	0.5207	21	False
EKN05_015130	EKN05_015130	1	CP037923	2912983	2914227	+		esterase FrsA	0.5325	52	True
EKN05_015135	EKN05_015135	1	CP037923	2914285	2914686	+		sigma factor-binding protein Crl	0.5	16	False
EKN05_015140	EKN05_015140	1	CP037923	2914725	2915780	-		phosphoporin PhoE	0.4517	65	False
EKN05_015145	EKN05_015145	7	CP037923	2915956	2916653	+		IS1 family transposase	0.5287	28	False
EKN05_015150	EKN05_015150	1	CP037923	2916844	2917947	+		glutamate 5-kinase	0.5598	40	False
EKN05_015155	EKN05_015155	1	CP037923	2917959	2919212	+		glutamate-5-semialdehyde dehydrogenase	0.5431	46	False
EKN05_015160	EKN05_015160	5	CP037923	2919327	2919402	+		tRNA-Thr	0.5132	7	False
EKN05_015165	EKN05_015165	7	CP037923	2919417	2919773	-		integrase	0.5126	14	False
EKN05_015170	EKN05_015170	7	CP037923	2919819	2920975	-		IS3 family transposase	0.497	53	False
EKN05_015175	EKN05_015175	1	CP037923	2921492	2922013	-		DNA-binding protein	0.4751	17	True
EKN05_015180	EKN05_015180	1	CP037923	2922215	2922652	-		lysis protein	0.5091	21	True
EKN05_015185	EKN05_015185	7	CP037923	2922649	2923126	-		lysozyme	0.4979	18	False
EKN05_015190	EKN05_015190	1	CP037923	2923110	2923433	-		phage holin, lambda family	0.4846	18	True
EKN05_015195	EKN05_015195	1	CP037923	2924102	2924725	-		antitermination protein	0.5048	26	False
EKN05_015200	EKN05_015200	1	CP037923	2924722	2924910	-		protein ninH	0.5026	7	False
EKN05_015205	EKN05_015205	1	CP037923	2924907	2925269	-		RusA family crossover junction endodeoxyribonuclease	0.4848	17	False
EKN05_015210	EKN05_015210	1	CP037923	2925266	2925556	-		DUF1364 domain-containing protein	0.512	16	False
EKN05_015215	EKN05_015215	1	CP037923	2925556	2926278	-		DNA-binding protein	0.4633	27	True
EKN05_015220	EKN05_015220	1	CP037923	2926271	2926480	-		protein ninF	0.4762	9	False
EKN05_015225	EKN05_015225	1	CP037923	2926440	2926841	-		hypothetical protein	0.4179	19	True
EKN05_015230	EKN05_015230	1	CP037923	2926844	2927020	-		NinE family protein	0.4689	7	False
EKN05_015235	EKN05_015235	1	CP037923	2927017	2927457	-		recombination protein NinB	0.5034	18	False
EKN05_015240	EKN05_015240	1	CP037923	2927534	2928970	-		helicase DnaB	0.5024	43	True
EKN05_015245	EKN05_015245	1	CP037923	2928960	2929784	-		DNA replication protein	0.4497	50	True
EKN05_015250	EKN05_015250	1	CP037923	2929967	2930245	-		hypothetical protein	0.4731	9	False
EKN05_015255	EKN05_015255	1	CP037923	2930395	2931723	+		IS4 family transposase	0.5418	42	False
EKN05_015260	EKN05_015260	1	CP037923	2931804	2932019	-		XRE family transcriptional regulator	0.4583	9	True
EKN05_015265	EKN05_015265	1	CP037923	2932123	2932755	+		LexA family transcriptional regulator	0.4613	34	False
EKN05_015270	EKN05_015270	1	CP037923	2932752	2933156	+		hypothetical protein	0.4247	24	True
EKN05_015275	EKN05_015275	1	CP037923	2933461	2933784	+		antitermination protein	0.5093	13	False
EKN05_015280	EKN05_015280	1	CP037923	2933785	2934267	-		superinfection exclusion protein B	0.381	41	False
EKN05_015285	EKN05_015285	1	CP037923	2934534	2934713	+		restriction endonuclease	0.4111	9	False
EKN05_015290	EKN05_015290	1	CP037923	2934856	2935086	+		hypothetical protein	0.4545	12	False
EKN05_015295	EKN05_015295	7	CP037923	2935021	2935718	-		IS1 family transposase	0.5301	27	False
EKN05_015300	EKN05_015300	1	CP037923	2935993	2936301	+		hypothetical protein	0.4175	18	False
EKN05_015305	EKN05_015305	1	CP037923	2936298	2937200	+		DNA recombinase	0.4551	39	False
EKN05_015310	EKN05_015310	1	CP037923	2937184	2937666	+		siphovirus Gp157 family protein	0.4037	27	False
EKN05_015315	EKN05_015315	1	CP037923	2937678	2937992	+		hypothetical protein	0.4254	16	False
EKN05_015320	EKN05_015320	1	CP037923	2938009	2938173	+		DUF2737 family protein	0.4182	5	False
EKN05_015325	EKN05_015325	7	CP037923	2938170	2938630	+		hypothetical protein	0.4338	16	False
EKN05_015330	EKN05_015330	1	CP037923	2938627	2938944	+		hypothetical protein	0.4403	15	False
EKN05_015335	EKN05_015335	1	CP037923	2938931	2939587	+		ead/Ea22-like family protein	0.5145	29	False
EKN05_015340	EKN05_015340	1	CP037923	2939589	2940428	+		DUF551 domain-containing protein	0.4786	50	False
EKN05_015345	EKN05_015345	1	CP037923	2940346	2940546	-		hypothetical protein	0.4378	13	False
EKN05_015350	EKN05_015350	1	CP037923	2940616	2940783	+		hypothetical protein	0.4762	7	False
EKN05_015355	EKN05_015355	1	CP037923	2940810	2941154	+		hypothetical protein	0.4638	9	False
EKN05_015360	EKN05_015360	7	CP037923	2941245	2941577	+		DNA-binding protein	0.4925	13	False
EKN05_015365	EKN05_015365	1	CP037923	2941469	2942629	+		site-specific integrase	0.4944	38	False
EKN05_015370	EKN05_015370	1	CP037923	2942891	2943253	+		GtrA family protein	0.4298	25	False
EKN05_015375	EKN05_015375	1	CP037923	2943250	2944173	+		glycosyltransferase	0.4253	53	False
EKN05_015380	EKN05_015380	1	CP037923	2944170	2945423	+		glucosyl transferase	0.3293	124	False
EKN05_015385	EKN05_015385	1	CP037923	2945545	2946000	-		tail fiber assembly protein	0.3838	29	False
EKN05_015390	EKN05_015390	1	CP037923	2945957	2946607	-		hypothetical protein	0.4977	35	False
EKN05_015395	EKN05_015395	1	CP037923	2946611	2947195	-		DUF2313 domain-containing protein	0.5709	18	False
EKN05_015400	EKN05_015400	1	CP037923	2947186	2948244	-		baseplate J/gp47 family protein	0.5741	34	False
EKN05_015405	EKN05_015405	1	CP037923	2948231	2948656	-		phage tail protein	0.5751	15	False
EKN05_015410	EKN05_015410	1	CP037923	2948656	2949204	-		phage baseplate assembly protein V	0.5792	11	False
EKN05_015415	EKN05_015415	1	CP037923	2949204	2950283	-		baseplate protein	0.5833	33	False
EKN05_015420	EKN05_015420	1	CP037923	2950280	2951608	-		DNA circularization protein	0.5636	32	False
EKN05_015425	EKN05_015425	1	CP037923	2951669	2953504	-		phage tail tape measure protein	0.5142	69	False
EKN05_015430	EKN05_015430	1	CP037923	2953497	2953679	-		hypothetical protein	0.5027	6	False
EKN05_015435	EKN05_015435	1	CP037923	2953646	2953915	-		phage tail assembly protein	0.5407	6	False
EKN05_015440	EKN05_015440	1	CP037923	2953915	2954271	-		phage tail protein	0.5294	9	False
EKN05_015445	EKN05_015445	1	CP037923	2954271	2955767	-		phage tail protein	0.5765	56	True
EKN05_015450	EKN05_015450	1	CP037923	2955751	2955921	-		DUF2635 domain-containing protein	0.538	6	False
EKN05_015455	EKN05_015455	1	CP037923	2955930	2956490	-		hypothetical protein	0.5365	19	True
EKN05_015460	EKN05_015460	1	CP037923	2956487	2956993	-		hypothetical protein	0.57	18	True
EKN05_015465	EKN05_015465	1	CP037923	2956968	2957378	-		head-tail adaptor protein	0.5839	13	False
EKN05_015470	EKN05_015470	1	CP037923	2957375	2957698	-		phage gp6-like head-tail connector protein	0.534	10	False
EKN05_015475	EKN05_015475	1	CP037923	2957701	2957901	-		hypothetical protein	0.5423	5	False
EKN05_015480	EKN05_015480	1	CP037923	2957951	2959156	-		phage major capsid protein	0.5464	31	False
EKN05_015485	EKN05_015485	1	CP037923	2959171	2959821	-		HK97 family phage prohead protease	0.5515	14	True
EKN05_015490	EKN05_015490	1	CP037923	2959799	2961040	-		phage portal protein	0.5499	41	True
EKN05_015495	EKN05_015495	1	CP037923	2961040	2961222	-		hypothetical protein	0.5902	6	True
EKN05_015500	EKN05_015500	7	CP037923	2961234	2961653	-		terminase large subunit	0.5262	11	True
EKN05_015505	EKN05_015505	7	CP037923	2961718	2962490	+		IS3 family transposase	0.4981	33	False
EKN05_015510	EKN05_015510	7	CP037923	2962539	2963748	-		IS3 family transposase	0.543	49	False
EKN05_015515	EKN05_015515	1	CP037923	2963874	2965604	-		lytic transglycosylase domain-containing protein	0.5084	65	True
EKN05_015520	EKN05_015520	1	CP037923	2965605	2966936	-		acyltransferase	0.5128	56	True
EKN05_015525	EKN05_015525	1	CP037923	2966946	2967638	-		DNA transfer protein	0.5152	24	True
EKN05_015530	EKN05_015530	1	CP037923	2967641	2968096	-		DUF2824 family protein	0.5088	17	True
EKN05_015535	EKN05_015535	1	CP037923	2968096	2968944	-		hypothetical protein	0.5124	28	True
EKN05_015540	EKN05_015540	1	CP037923	2968944	2970362	-		hypothetical protein	0.5081	54	True
EKN05_015545	EKN05_015545	1	CP037923	2970363	2970863	-		recombinase RmuC	0.491	23	True
EKN05_015550	EKN05_015550	1	CP037923	2970841	2971065	-		hypothetical protein	0.4711	4	False
EKN05_015555	EKN05_015555	1	CP037923	2971110	2972405	-		coat protein	0.5177	39	True
EKN05_015560	EKN05_015560	1	CP037923	2972405	2973316	-		scaffolding protein	0.5329	26	True
EKN05_015565	EKN05_015565	1	CP037923	2973330	2975495	-		portal protein	0.512	88	True
EKN05_015570	EKN05_015570	1	CP037923	2975496	2976560	-		terminase	0.5108	37	True
EKN05_015575	EKN05_015575	7	CP037923	2976554	2977722	-		IS3 family transposase	0.5201	47	False
EKN05_015580	EKN05_015580	7	CP037923	2977797	2978129	+		Rha family transcriptional regulator	0.4805	18	False
EKN05_015585	EKN05_015585	1	CP037923	2978133	2978327	+		hypothetical protein	0.5179	11	True
EKN05_015590	EKN05_015590	1	CP037923	2978455	2978865	+		hypothetical protein	0.4842	25	True
EKN05_015595	EKN05_015595	1	CP037923	2978967	2980106	+		hypothetical protein	0.493	63	True
EKN05_015600	EKN05_015600	1	CP037923	2980861	2981076	+		holin	0.5	8	False
EKN05_015605	EKN05_015605	1	CP037923	2981081	2981395	+		DUF1327 domain-containing protein	0.4698	15	True
EKN05_015610	EKN05_015610	1	CP037923	2981451	2981984	+		lysozyme	0.5094	30	True
EKN05_015615	EKN05_015615	7	CP037923	2981981	2982448	+		lysis protein	0.5256	15	False
EKN05_015620	EKN05_015620	1	CP037923	2982436	2982954	+		hypothetical protein	0.4547	24	False
EKN05_015625	EKN05_015625	7	CP037923	2983011	2984284	-		IS3-like element IS2 family transposase	0.5361	52	False
EKN05_015630	EKN05_015630	7	CP037923	2984337	2985251	+		type VI secretion system-associated protein TagK	0.4754	44	False
EKN05_015635	EKN05_015635	1	CP037923	2985238	2985870	+		impE family protein	0.5908	21	False
EKN05_015640	EKN05_015640	1	CP037923	2985871	2986068	+		hypothetical protein	0.6162	5	False
EKN05_015645	EKN05_015645	1	CP037923	2986065	2986559	+		type VI secretion system baseplate subunit TssE	0.5596	18	False
EKN05_015650	EKN05_015650	1	CP037923	2986575	2988458	+		type VI secretion system baseplate subunit TssF	0.5913	62	False
EKN05_015655	EKN05_015655	7	CP037923	2988455	2989440	+		type VI secretion system baseplate subunit TssG	0.6045	28	False
EKN05_015660	EKN05_015660	1	CP037923	2989451	2990497	+		cytoplasmic protein	0.5969	27	True
EKN05_015665	EKN05_015665	5	CP037923	2990628	2990704	-		tRNA-Asp	0.6494	3	False
EKN05_015670	EKN05_015670	1	CP037923	2990837	2991568	-		DNA polymerase III subunit epsilon	0.5027	36	False
EKN05_015675	EKN05_015675	1	CP037923	2991633	2992100	+		ribonuclease HI	0.5064	21	True
EKN05_015680	EKN05_015680	1	CP037923	2992097	2992819	-		SAM-dependent methyltransferase	0.4952	30	True
EKN05_015685	EKN05_015685	1	CP037923	2992853	2993608	+		hydroxyacylglutathione hydrolase	0.4008	53	True
EKN05_015690	EKN05_015690	1	CP037923	2993680	2995038	+		murein transglycosylase D	0.5188	51	True
EKN05_015695	EKN05_015695	1	CP037923	2995086	2995856	-		class I SAM-dependent methyltransferase	0.4942	43	True
EKN05_015700	EKN05_015700	1	CP037923	2995934	2996734	-		endonuclease/exonuclease/phosphatase family protein	0.5268	42	True
EKN05_015705	EKN05_015705	1	CP037923	2996975	2997889	+		LysR family transcriptional regulator	0.4929	49	True
EKN05_015710	EKN05_015710	1	CP037923	2997957	2999285	+		IS4 family transposase	0.5418	42	False
EKN05_015715	EKN05_015715	1	CP037923	2999324	3000127	-		2,5-didehydrogluconate reductase DkgB	0.459	41	True
EKN05_015720	EKN05_015720	5	CP037923	3000290	3000366	-		tRNA-Asp	0.6364	3	False
EKN05_015725	EKN05_015725	2	CP037923	3000421	3000536	-		5S ribosomal RNA	0.6552	4	False
EKN05_015730	EKN05_015730	2	CP037923	3000620	3003544	-		23S ribosomal RNA	0.5333	148	False
EKN05_015735	EKN05_015735	5	CP037923	3003719	3003794	-		tRNA-Ala	0.6316	3	False
EKN05_015740	EKN05_015740	5	CP037923	3003837	3003913	-		tRNA-Ile	0.5714	4	False
EKN05_015745	EKN05_015745	2	CP037923	3003970	3005522	-		16S ribosomal RNA	0.5473	67	True
EKN05_015750	EKN05_015750	1	CP037923	3005886	3006461	-		D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase	0.5017	28	False
EKN05_015755	EKN05_015755	1	CP037923	3006649	3007680	+		methionine ABC transporter ATP-binding protein MetN	0.5242	36	True
EKN05_015760	EKN05_015760	1	CP037923	3007673	3008326	+		methionine ABC transporter permease MetI	0.5183	32	False
EKN05_015765	EKN05_015765	1	CP037923	3008366	3009181	+		methionine ABC transporter substrate-binding protein MetQ	0.4853	28	True
EKN05_015770	EKN05_015770	1	CP037923	3009299	3009703	+		Rcs stress response system protein RcsF	0.5333	20	True
EKN05_015775	EKN05_015775	1	CP037923	3009700	3010407	+		tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO	0.5494	28	False
EKN05_015780	EKN05_015780	1	CP037923	3010518	3012236	+		proline--tRNA ligase	0.5445	66	False
EKN05_015785	EKN05_015785	1	CP037923	3012289	3013113	+		YaeF family permuted papain-like enzyme	0.4873	34	True
EKN05_015790	EKN05_015790	1	CP037923	3013268	3013978	-		envelope stress response activation lipoprotein NlpE	0.5134	38	True
EKN05_015795	EKN05_015795	1	CP037923	3013992	3014414	-		aminoacyl-tRNA hydrolase	0.5414	12	True
EKN05_015800	EKN05_015800	1	CP037923	3014411	3014956	-		YaeQ family protein	0.5165	22	True
EKN05_015805	EKN05_015805	1	CP037923	3015122	3015322	+		YaeP family protein	0.5075	9	False
EKN05_015810	EKN05_015810	1	CP037923	3015309	3015569	+		Rho-binding antiterminator	0.4674	13	False
EKN05_015815	EKN05_015815	1	CP037923	3015618	3016916	-		tRNA lysidine(34) synthetase TilS	0.582	38	False
EKN05_015820	EKN05_015820	1	CP037923	3016981	3017370	-		VOC family protein	0.5179	15	True
EKN05_015825	EKN05_015825	1	CP037923	3017427	3019568	-		lysine decarboxylase LdcC	0.5098	99	True
EKN05_015830	EKN05_015830	1	CP037923	3019667	3020626	-		acetyl-CoA carboxylase carboxyl transferase subunit alpha	0.5271	36	False
EKN05_015835	EKN05_015835	1	CP037923	3020639	3024121	-		DNA polymerase III subunit alpha	0.5501	135	False
EKN05_015840	EKN05_015840	1	CP037923	3024158	3024754	-		ribonuclease HII	0.5595	15	False
EKN05_015845	EKN05_015845	1	CP037923	3024751	3025899	-		lipid-A-disaccharide synthase	0.5387	34	False
EKN05_015850	EKN05_015850	1	CP037923	3025899	3026687	-		acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase	0.526	31	False
EKN05_015855	EKN05_015855	1	CP037923	3026691	3027146	-		3-hydroxyacyl-ACP dehydratase FabZ	0.5044	16	False
EKN05_015860	EKN05_015860	1	CP037923	3027251	3028276	-		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	0.5302	40	False
EKN05_015865	EKN05_015865	1	CP037923	3028280	3028765	-		molecular chaperone Skp	0.4959	16	False
EKN05_015870	EKN05_015870	1	CP037923	3028887	3031319	-		outer membrane protein assembly factor BamA	0.5027	138	False
EKN05_015875	EKN05_015875	1	CP037923	3031349	3032701	-		sigma E protease regulator RseP	0.5092	60	False
EKN05_015880	EKN05_015880	1	CP037923	3032713	3033570	-		phosphatidate cytidylyltransferase	0.507	49	False
EKN05_015885	EKN05_015885	1	CP037923	3033583	3034341	-		(2E,6E)-farnesyl-diphosphate-specific ditrans,polycis-undecaprenyl-diphosphate synthase	0.4928	39	False
EKN05_015890	EKN05_015890	1	CP037923	3034530	3035726	-		1-deoxy-D-xylulose-5-phosphate reductoisomerase	0.5246	42	False
EKN05_015895	EKN05_015895	1	CP037923	3035818	3036375	-		ribosome recycling factor	0.509	17	False
EKN05_015900	EKN05_015900	1	CP037923	3036667	3037392	-		UMP kinase	0.5262	28	False
EKN05_015905	EKN05_015905	1	CP037923	3037539	3038390	-		elongation factor Ts	0.4965	24	False
EKN05_015910	EKN05_015910	1	CP037923	3038648	3039373	-		30S ribosomal protein S2	0.511	22	False
EKN05_015915	EKN05_015915	1	CP037923	3039741	3040535	+		type I methionyl aminopeptidase	0.5057	35	False
EKN05_015920	EKN05_015920	1	CP037923	3040597	3043269	+		bifunctional uridylyltransferase/uridylyl-removing protein GlnD	0.5335	100	False
EKN05_015925	EKN05_015925	1	CP037923	3043300	3044124	+		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	0.5285	35	False
EKN05_015930	EKN05_015930	1	CP037923	3044438	3044824	+		DUF3461 family protein	0.4419	23	True
EKN05_015935	EKN05_015935	7	CP037923	3044913	3046057	-		CdaR family transcriptional regulator	0.5275	49	False
EKN05_015940	EKN05_015940	1	CP037923	3046212	3047636	-		serine endoprotease DegP	0.5404	48	True
EKN05_015945	EKN05_015945	1	CP037923	3047766	3049283	-		dGTPase	0.4769	83	True
EKN05_015950	EKN05_015950	1	CP037923	3049367	3050065	+		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	0.5293	22	False
EKN05_015955	EKN05_015955	1	CP037923	3050058	3050858	+		vitamin B12 ABC transporter substrate-binding protein BtuF	0.5281	25	True
EKN05_015960	EKN05_015960	1	CP037923	3050896	3051519	+		TRIC cation channel family protein	0.5337	33	True
EKN05_015965	EKN05_015965	1	CP037923	3051566	3051910	-		iron-sulfur cluster insertion protein ErpA	0.5159	13	False
EKN05_015970	EKN05_015970	1	CP037923	3051903	3051968	-		hypothetical protein	0.4091	4	False
EKN05_015975	EKN05_015975	1	CP037923	3051992	3053413	-		H(+)/Cl(-) exchange transporter ClcA	0.5373	68	True
EKN05_015980	EKN05_015980	1	CP037923	3053638	3054918	+		glutamate-1-semialdehyde 2,1-aminomutase	0.5582	47	False
EKN05_015985	EKN05_015985	1	CP037923	3054953	3056935	-		Fe(3+)-hydroxamate ABC transporter permease FhuB	0.5946	56	True
EKN05_015990	EKN05_015990	1	CP037923	3056932	3057822	-		Fe(3+)-hydroxamate ABC transporter substrate-binding protein FhuD	0.5421	37	False
EKN05_015995	EKN05_015995	1	CP037923	3057822	3058619	-		Fe3+-hydroxamate ABC transporter ATP-binding protein FhuC	0.5614	22	False
EKN05_016000	EKN05_016000	1	CP037923	3058670	3060913	-		ferrichrome porin FhuA	0.5129	116	True
EKN05_016005	EKN05_016005	1	CP037923	3061133	3063667	-		bifunctional glycosyl transferase/transpeptidase	0.5499	87	True
EKN05_016010	EKN05_016010	1	CP037923	3063863	3066292	-		ATP-dependent helicase HrpB	0.5712	81	True
EKN05_016015	EKN05_016015	1	CP037923	3066366	3066896	+		RNA 2',3'-cyclic phosphodiesterase	0.5556	19	True
EKN05_016020	EKN05_016020	1	CP037923	3066911	3067615	+		DNA/RNA nuclease SfsA	0.4908	37	False
EKN05_016025	EKN05_016025	1	CP037923	3067793	3068248	+		RNA polymerase-binding transcription factor DksA	0.5263	15	False
EKN05_016030	EKN05_016030	1	CP037923	3068285	3069211	+		tRNA glutamyl-Q(34) synthetase GluQRS	0.5329	34	True
EKN05_016035	EKN05_016035	1	CP037923	3069250	3070668	+		polynucleotide adenylyltransferase PcnB	0.5518	60	True
EKN05_016040	EKN05_016040	1	CP037923	3070665	3071144	+		2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase	0.5208	22	False
